"","r2","name"
"614",0.475899692110571,"KNL1"
"615",0.555600544791732,"SLC7A7"
"616",0.353913464779891,"CITED2"
"617",0.277548266729592,"CITED1"
"618",0.51709149818032,"TRAK1"
"619",0.688564931129289,"CITED4"
"620",0.387840149718003,"DAGLA"
"621",0.443912462831987,"DAGLB"
"622",0.201575000721621,"HLA-G"
"623",0.535005776379797,"HLA-F"
"624",0.604004525409204,"PHF21B"
"625",0.0323696862420285,"CSNK1A1L"
"626",0.46194110418253,"HIRA"
"627",0.507880803822351,"RIN1"
"628",0.567519780602197,"RIN3"
"629",0.403194053894438,"RIN2"
"630",0.549529964856533,"WWOX"
"631",0.370155272848833,"RIPK1"
"632",0.741136643195138,"RIPK3"
"633",0.59425126608867,"RIPK2"
"634",0.673444212520048,"SRCIN1"
"635",0.530855042728292,"WWC2-AS2"
"636",0.633562055587927,"CRABP1"
"637",0.658660171094702,"CRABP2"
"638",0.407250477582236,"ZNF419"
"639",0.547477133303853,"ZNF418"
"640",0.29047868567402,"ZNF417"
"641",0.36871001846881,"ZNF416"
"642",0.53783972327769,"ZNF414"
"643",0.500341781339719,"ZNF410"
"644",0.667465286121481,"GLIPR2"
"645",0.403882571957754,"SSSCA1"
"646",0.333373535650581,"LINC01547"
"647",0.251037544643105,"RASA2"
"648",0.625831910907472,"RASA3"
"649",0.267045404143818,"ACTN2"
"650",0.578434490591466,"ACTN1"
"651",0.495497188418245,"ACTN4"
"652",0.675445852603808,"EZR"
"653",0.332066710334882,"NREP"
"654",0.446364241551249,"DKFZP586I1420"
"655",0.687868285006669,"ABLIM1"
"656",0.778308418141247,"ABLIM3"
"657",0.468826192665215,"RAB6A"
"658",0.528424771360841,"RAB6B"
"659",0.520485612439004,"GDI2"
"660",0.289429243371524,"CALM3"
"661",0.332814676638287,"SPG21"
"662",0.420171277556218,"TFAP4"
"663",0.507911316959678,"SPDL1"
"664",0.454783755928765,"CALM1"
"665",0.230382200071876,"SPTA1"
"666",0.305612251678696,"CRYZL1"
"667",0.359879605861998,"SERF2"
"668",0.509572539548777,"NAT9"
"669",0.326888956078693,"NAT8"
"670",0.497140945655641,"NAT2"
"671",0.789408915748199,"NAT1"
"672",0.390372421031249,"NAT6"
"673",0.645397273636429,"ADGRL4"
"674",0.465479351021506,"ADGRL2"
"675",0.411557235767051,"ADGRL3"
"676",0.381619194759136,"ADGRL1"
"677",0.475308441049814,"FAIM2"
"678",0.375228914924521,"COX5A"
"679",0.298088998009777,"COX5B"
"680",0.27835127629495,"TMEM258"
"681",0.299271342511653,"TMEM256"
"682",0.553996976760969,"TMEM254"
"683",0.244737322286756,"TMEM253"
"684",0.402251190696885,"TMEM251"
"685",0.440201333676013,"TMEM250"
"686",0.472756182741043,"SIPA1L3"
"687",0.373244362661561,"SIPA1L2"
"688",0.274112763776057,"SLC35F5"
"689",0.440023178749973,"SLC35F6"
"690",0.292694402704061,"SLC35F1"
"691",0.648811492973578,"SLC35F3"
"692",0.543367224457805,"SLC35F2"
"693",0.539796653743916,"SUPV3L1"
"694",0.493096954234502,"TSPAN18"
"695",0.537304724611537,"MPC2"
"696",0.402094332567118,"MPC1"
"697",0.470461581102873,"TSPAN11"
"698",0.485875996777377,"TSPAN12"
"699",0.669592172963408,"TSPAN13"
"700",0.531475119644896,"TSPAN14"
"701",0.587916471785668,"TSPAN15"
"702",0.489674933381204,"TSPAN17"
"703",0.272038401920578,"MAB21L3"
"704",0.457986371374029,"EAF1"
"705",0.461160455708689,"EAF2"
"706",0.33038272360089,"FOXF1"
"707",0.408634574418007,"FOXF2"
"708",0.539502575386878,"TMUB1"
"709",0.587073254637588,"TMUB2"
"710",0.282798031162891,"KIAA1644"
"711",0.577925476014857,"SYNCRIP"
"712",0.367926146099403,"MMAA"
"713",0.645995978728288,"ALG8"
"714",0.544237580734091,"ALG9"
"715",0.26421479286898,"ALG2"
"716",0.513247103095554,"ALG3"
"717",0.313700366472867,"ALG6"
"718",0.312780476510971,"ALG5"
"719",0.572091136580561,"WIF1"
"720",0.559019037967717,"PDXP"
"721",0.443471116414128,"RNGTT"
"722",0.429088330160878,"KIAA1683"
"723",0.452464139914926,"PARP8"
"724",0.536587015191373,"HAR1A"
"725",0.51474471991069,"RAB8B"
"726",0.62027472287458,"HGS"
"727",0.505103330080122,"RAB8A"
"728",0.478091160389162,"RTN3"
"729",0.523623284145662,"RDM1"
"730",0.62839842414802,"INMT"
"731",0.734195433126448,"ADAP1"
"732",0.474124060479142,"ADAP2"
"733",0.290184608635284,"KLHL10"
