"","x"
"6999","SCAI"
"7000","MAP2K3"
"7001","MAP2K2"
"7002","MAP2K1"
"7003","MAP2K6"
"7004","MAP2K5"
"7005","MAP2K4"
"7006","MINK1"
"7007","ACY3"
"7008","ATP5G2"
"7009","GRPR"
"7010","GPR173"
"7011","FCHSD2"
"7012","PSMF1"
"7013","BDNF"
"7014","BORA"
"7015","KDM5A"
"7016","KDM5B"
"7017","KDM5C"
"7018","GLUL"
"7019","IFT122"
"7020","C9orf106"
"7021","GYS1"
"7022","ETV3"
"7023","ETV5"
"7024","ETV4"
"7025","ETV6"
"7026","FAM30A"
"7027","MESDC1"
"7028","IKZF5"
"7029","IKZF4"
"7030","IKZF3"
"7031","IKZF2"
"7032","C11orf71"
"7033","C11orf70"
"7034","C11orf74"
"7035","TCEAL2"
"7036","TCEAL1"
"7037","TCEAL7"
"7038","TCEAL6"
"7039","TCEAL5"
"7040","TCEAL9"
"7041","TCEAL8"
"7042","RSG1"
"7043","CACYBP"
"7044","PRPS2"
"7045","CAND1"
"7046","PRPS1"
"7047","CDR2"
"7048","CDR1"
"7049","BRPF3"
"7050","SYNGR1"
"7051","BRPF1"
"7052","LUZP1"
"7053","LUZP2"
"7054","C8orf86"
"7055","UBE2Q1"
"7056","UBE2Q2"
"7057","REM1"
"7058","REM2"
"7059","SYNGR2"
"7060","ASS1"
"7061","SPX"
"7062","ZNF879"
"7063","ZNF878"
"7064","SPR"
"7065","SPN"
"7066","SP1"
"7067","SP2"
"7068","SP3"
"7069","SP4"
"7070","SP5"
"7071","SP6"
"7072","KLLN"
"7073","OVCH2"
"7074","SPPL2A"
"7075","SPPL2B"
"7076","UGCG"
"7077","ATP2A1"
"7078","ATP2A2"
"7079","ATP2A3"
"7080","FBXL13"
"7081","FBXL12"
"7082","FBXL15"
"7083","FBXL14"
"7084","FBXL17"
"7085","FBXL16"
"7086","FAM169A"
"7087","SDK1"
"7088","SDK2"
"7089","GRP"
"7090","GRN"
"7091","AFTPH"
"7092","RNF114"
"7093","RNF112"
"7094","HDHD5-AS1"
"7095","AIMP1"
"7096","PIPOX"
"7097","ATP1A4"
"7098","ATP1A2"
"7099","ATP1A1"
"7100","SPHK1"
"7101","PRELID2"
"7102","BEGAIN"
"7103","IFT80"
"7104","IFT81"
"7105","XPA"
"7106","KISS1R"
"7107","ATG4C"
"7108","ATG4B"
"7109","ATG4A"
"7110","ATG4D"
"7111","GPT2"
"7112","CREB3"
"7113","NAALAD2"
"7114","HMG20A"
"7115","HMG20B"
"7116","ZFP82"
"7117","NRXN2"
"7118","NRXN1"
"7119","ELOC"
"7120","STAC3"
"7121","DPYSL4"
"7122","DPYSL5"
"7123","DPYSL2"
"7124","TMC4"
"7125","TMC6"
"7126","TMC7"
"7127","APIP"
"7128","TMC2"
"7129","TMC3"
"7130","PPP6R1"
"7131","TMC8"
"7132","CD96"
"7133","MLF1"
"7134","RSPH9"
"7135","FANCF"
"7136","RSPH3"
"7137","RSPH1"
"7138","LARP4B"
"7139","ASGR1"
"7140","ASGR2"
"7141","API5"
"7142","KIAA1191"
"7143","C19orf24"
"7144","C19orf25"
"7145","ITGB1BP1"
"7146","ITGB1BP2"
"7147","SLC35C2"
"7148","ZAP70"
"7149","SYNDIG1"
"7150","HNRNPA0"
"7151","NEMP1"
"7152","RAC3"
"7153","NEMP2"
"7154","VCL"
"7155","CPLX2"
"7156","CPLX3"
"7157","CPLX1"
"7158","PBX4"
"7159","PBX1"
"7160","FAM71F1"
"7161","KMT5B"
"7162","KMT5A"
"7163","CLEC14A"
"7164","UXT"
"7165","CLCN3"
"7166","CLCN2"
"7167","CLCN1"
"7168","CLCN7"
"7169","CLCN6"
"7170","CLCN5"
"7171","DNAJA2"
"7172","DNAJA3"
"7173","DNAJA1"
"7174","DNAJA4"
"7175","MAGEL2"
"7176","MRPL24"
"7177","MRPL27"
"7178","MRPL21"
"7179","MRPL20"
"7180","MRPL23"
"7181","MRPL22"
"7182","MRPL28"
"7183","NPTX1"
"7184","CHD1L"
"7185","RNF130"
"7186","RAPH1"
"7187","RNF133"
"7188","RNF135"
"7189","RNF138"
"7190","RNF139"
"7191","GID4"
"7192","FLJ44635"
"7193","TSHZ3"
"7194","TSHZ1"
"7195","TRMT12"
"7196","LSM12"
"7197","MYO1H"
"7198","MYO1G"
"7199","MYO1F"
"7200","MYO1E"
"7201","MYO1C"
"7202","MYO1B"
"7203","BCR"
"7204","DENND6A"
"7205","PGBD4"
"7206","CTPS2"
"7207","CTPS1"
"7208","LGALSL"
"7209","NEMF"
"7210","LGALS8"
"7211","LGALS3"
"7212","LGALS2"
"7213","LGALS1"
"7214","LGALS7"
"7215","LGALS4"
"7216","NMU"
"7217","NMB"
"7218","MYO19"
"7219","ELN"
"7220","MYO16"
"7221","TRNT1"
"7222","MYO10"
"7223","ATG101"
"7224","LPGAT1"
"7225","ZNF404"
"7226","ELL"
"7227","MID1IP1"
"7228","ILKAP"
"7229","WRAP53"
"7230","JCHAIN"
"7231","TAX1BP1"
"7232","TAX1BP3"
"7233","PTGS2"
"7234","ZFAND6"
"7235","ZFAND5"
"7236","ZFAND4"
"7237","ZFAND3"
"7238","ZFAND1"
"7239","CEP128"
"7240","SLC39A10"
"7241","SLC39A11"
"7242","SLC39A14"
"7243","CEP120"
"7244","EIF1AX"
"7245","CEP126"
"7246","EIF1AD"
"7247","SMAD4"
"7248","EVI5"
"7249","NARFL"
"7250","MICALCL"
"7251","MYSM1"
"7252","MLYCD"
"7253","BMP6"
"7254","BMP4"
"7255","BMP3"
"7256","BMP2"
"7257","BMP1"
"7258","DR1"
"7259","TERF2"
"7260","TERF1"
"7261","MARCH11"
"7262","RASSF8"
"7263","RASSF1"
"7264","RASSF2"
"7265","RASSF5"
"7266","RASSF4"
"7267","RASSF7"
"7268","RASSF6"
"7269","CHD1"
"7270","CHD3"
"7271","CHD2"
"7272","CHD5"
"7273","CHD4"
"7274","CHD6"
"7275","CHD8"
"7276","CAP1"
"7277","TTC5"
"7278","TTC4"
"7279","TTC3"
"7280","PIKFYVE"
"7281","TTC9"
"7282","CAPG"
"7283","PRDM16"
"7284","MPG"
"7285","PRDM15"
"7286","PRDM12"
"7287","PRDM10"
"7288","PRDM11"
"7289","POLRMT"
"7290","SPC24"
"7291","MPZ"
"7292","MCPH1"
"7293","GRPEL1"
"7294","GRPEL2"
"7295","QRSL1"
"7296","FAM49A"
"7297","FAM49B"
"7298","ZFP36L1"
"7299","ZFP36L2"
"7300","C10orf90"
"7301","C10orf91"
"7302","C10orf95"
"7303","ADH5"
"7304","ADH4"
"7305","RMI1"
"7306","RMI2"
"7307","CIART"
"7308","FMC1"
"7309","ACOT11"
"7310","ACOT13"
"7311","REPIN1"
"7312","PMVK"
"7313","GRIN2C"
"7314","GRIN2A"
"7315","KLHDC8B"
"7316","KLHDC8A"
"7317","IL6ST"
"7318","SBF2"
"7319","GID8"
"7320","DBN1"
"7321","CDC73"
"7322","LMBRD2"
"7323","TAS2R19"
"7324","SRFBP1"
"7325","TAS2R10"
"7326","BCAT2"
"7327","BCAT1"
"7328","DBNL"
"7329","CYP26A1"
"7330","PSTK"
"7331","PHPT1"
"7332","NFU1"
"7333","RRP1B"
"7334","NOVA1"
"7335","HSP90B1"
"7336","CCDC113"
"7337","GNPNAT1"
"7338","DIO1"
"7339","DIO2"
"7340","RHNO1"
"7341","BRF2"
"7342","CYSTM1"
"7343","BRF1"
"7344","CAMSAP2"
"7345","CAMSAP1"
"7346","RRP12"
"7347","RRP15"
"7348","SLC23A2"
"7349","ACAT1"
"7350","ACAT2"
"7351","CD200R1"
"7352","LIMD1"
"7353","ATOH8"
"7354","TOGARAM2"
"7355","TOGARAM1"
"7356","IL2RA"
"7357","ZFYVE27"
"7358","TPCN1"
"7359","TPCN2"
"7360","IL2RG"
"7361","MFSD14B"
"7362","ZFYVE28"
"7363","MDH1B"
"7364","ERC1"
"7365","ERC2"
"7366","ZNF780A"
"7367","SLC37A3"
"7368","CDK18"
"7369","CDK12"
"7370","CDK13"
"7371","CDK10"
"7372","CDK16"
"7373","CDK14"
"7374","BFSP2"
"7375","FAM216A"
"7376","MMP28"
"7377","MMP24"
"7378","MMP27"
"7379","TCAIM"
"7380","SESTD1"
"7381","MMP23B"
"7382","B3GNT5"
"7383","B3GNT7"
"7384","B3GNT3"
"7385","TSFM"
"7386","B3GNT9"
"7387","GINM1"
"7388","TBCCD1"
"7389","DAAM1"
"7390","DAAM2"
"7391","YIF1B"
"7392","YIF1A"
"7393","TUFT1"
"7394","FN1"
"7395","RHD"
"7396","CAVIN3"
"7397","CAVIN2"
"7398","CAVIN1"
"7399","FAM189A1"
"7400","TBC1D1"
"7401","KRT75"
"7402","TBC1D4"
"7403","KRT79"
"7404","TBC1D5"
"7405","AAMP"
"7406","HYPK"
"7407","FUNDC2P2"
"7408","U2SURP"
"7409","IL6R"
"7410","CNOT6L"
"7411","FAXC"
"7412","PTK2"
"7413","PTK7"
"7414","PTK6"
"7415","PRKAA2"
"7416","ATG16L1"
"7417","ATG16L2"
"7418","C15orf62"
"7419","C15orf61"
"7420","DDX23"
"7421","DDX21"
"7422","DDX20"
"7423","ZNF157"
"7424","DDX25"
"7425","DDX24"
"7426","DDX28"
"7427","PDPN"
"7428","TRUB1"
"7429","PARD6B"
"7430","PARD6A"
"7431","SPEG"
"7432","MANEAL"
"7433","PAIP2"
"7434","PAIP1"
"7435","FBLIM1"
"7436","TIMM8A"
"7437","TIMM8B"
"7438","NT5M"
"7439","NT5C"
"7440","NT5E"
"7441","LBX2"
"7442","DSCR9"
"7443","GNAQ"
"7444","UBA7"
"7445","PTCD2"
"7446","PTCD3"
"7447","DSCR3"
"7448","PTCD1"
"7449","GNAL"
"7450","AGFG2"
"7451","AGFG1"
"7452","ASNA1"
"7453","FST"
"7454","CRYGN"
"7455","RRNAD1"
"7456","PP14571"
"7457","NMNAT3"
"7458","NMNAT1"
"7459","UBE2I"
"7460","NCCRP1"
"7461","PLEKHM1"
"7462","PLEKHM3"
"7463","FAM72B"
"7464","FAM72A"
"7465","TREML2"
"7466","GPAA1"
"7467","GPRIN2"
"7468","GPRIN1"
"7469","ROGDI"
"7470","HIST2H2BA"
"7471","HIST2H2BF"
"7472","HIST2H2BE"
"7473","TRPA1"
"7474","FAM13A-AS1"
"7475","SLC44A1"
"7476","SLC44A2"
"7477","SLC44A3"
"7478","SLC44A5"
"7479","MSI2"
"7480","ENGASE"
"7481","C1D"
"7482","ZNF526"
"7483","MRO"
"7484","COQ9"
"7485","C1S"
"7486","COQ4"
"7487","COQ7"
"7488","COQ6"
"7489","COQ2"
"7490","HBB"
"7491","TPX2"
"7492","WWC1"
"7493","GPR108"
"7494","MFAP3L"
"7495","SMDT1"
"7496","BRICD5"
"7497","PRPF40B"
"7498","RNF8"
"7499","RNF6"
"7500","RNF7"
"7501","RNF4"
"7502","RNF2"
"7503","AVPR2"
"7504","RFX1"
"7505","LRRC61"
"7506","C7orf31"
"7507","EPM2A"
"7508","FAM118B"
"7509","RECQL"
"7510","MISP"
"7511","ACTR8"
"7512","ACTR6"
"7513","ACTR5"
"7514","XPNPEP3"
"7515","ACTR3"
"7516","ACTR2"
"7517","ARRDC1-AS1"
"7518","HYDIN"
"7519","RAPGEFL1"
"7520","ICOS"
"7521","ABI3BP"
"7522","GGCT"
"7523","IDUA"
"7524","SPERT"
"7525","ZIM2"
"7526","GNRH1"
"7527","A1BG-AS1"
"7528","WNT8B"
"7529","SLC16A5"
"7530","GDE1"
"7531","HIPK2"
"7532","HIPK1"
"7533","LEMD3"
"7534","LEMD2"
"7535","LEMD1"
"7536","NAPG"
"7537","C3orf18"
"7538","NAPA"
"7539","C3orf14"
"7540","LARP1"
"7541","LARP4"
"7542","LARP6"
"7543","LARP7"
"7544","RPL19"
"7545","LMLN"
"7546","ATMIN"
"7547","LGR5"
"7548","LGR4"
"7549","LGR6"
"7550","CDKN1C"
"7551","CDKN1B"
"7552","TMEM125"
"7553","FOXJ1"
"7554","TMEM127"
"7555","FOXJ3"
"7556","TMEM121"
"7557","TMEM123"
"7558","TMEM129"
"7559","TMEM128"
"7560","SLC35B1"
"7561","SLC35B3"
"7562","SLC35B2"
"7563","SLC35B4"
"7564","IGFBP6"
"7565","PELP1"
"7566","ANXA2P2"
"7567","S100A9"
"7568","BIRC6"
"7569","S100A4"
"7570","S100A6"
"7571","S100A1"
"7572","S100A3"
"7573","S100A2"
"7574","LONRF3"
"7575","LONRF2"
"7576","BIRC2"
"7577","PMS2P1"
"7578","SCAF1"
"7579","FAM60A"
"7580","RNF5P1"
"7581","EVPLL"
"7582","LRRIQ1"
"7583","PRKRA"
"7584","LRRIQ4"
"7585","ADAT1"
"7586","TUSC5"
"7587","TUSC2"
"7588","TUSC3"
"7589","RPGR"
"7590","GATA5"
"7591","GNG10"
"7592","GNG11"
"7593","GNG12"
"7594","GNG13"
"7595","URB2"
"7596","URB1"
"7597","SEC24D"
"7598","SEC24A"
"7599","SEC24C"
"7600","SEC24B"
"7601","C16orf91"
"7602","ZNF699"
"7603","ZNF691"
"7604","ZNF692"
"7605","ZNF697"
"7606","ZNF696"
"7607","COPZ1"
"7608","RUVBL1"
"7609","RUVBL2"
"7610","SHB"
"7611","SHE"
"7612","SHF"
"7613","CDRT15P1"
"7614","PHEX"
"7615","DYNC2H1"
"7616","FAM157B"
"7617","NUDCD2"
"7618","NUDCD3"
"7619","NUDCD1"
"7620","GMNN"
"7621","MPLKIP"
"7622","TIMMDC1"
"7623","ZNF343"
"7624","ZNF347"
"7625","ZNF346"
"7626","ZNF345"
"7627","NUDT12"
"7628","DLL1"
"7629","NUDT10"
"7630","NUDT11"
"7631","NUDT16"
"7632","NUDT17"
"7633","NUDT14"
"7634","NUDT15"
"7635","STX8"
"7636","IFI6"
"7637","STX3"
"7638","STX2"
"7639","STX5"
"7640","STX4"
"7641","STX7"
"7642","STX6"
"7643","RPS3A"
"7644","LGI4"
"7645","LGI1"
"7646","LGI2"
"7647","LGI3"
"7648","DRG2"
"7649","DRG1"
"7650","LRSAM1"
"7651","PHYKPL"
"7652","GNPTG"
"7653","TCP11"
"7654","TBC1D22B"
"7655","LINC00167"
"7656","TBC1D22A"
"7657","NKTR"
"7658","FOXL1"
"7659","KIF2A"
"7660","KIF2C"
"7661","ENSA"
"7662","BRCA1"
"7663","BRCA2"
"7664","KIF25"
"7665","KIF24"
"7666","MAATS1"
"7667","KIF22"
"7668","JKAMP"
"7669","FAM208B"
"7670","SMURF1"
"7671","EMSY"
"7672","SMURF2"
"7673","SECISBP2L"
"7674","TFRC"
"7675","AKT1S1"
"7676","TFR2"
"7677","YY1"
"7678","YY2"
"7679","AQP4-AS1"
"7680","SYCE3"
"7681","SYCE2"
"7682","FAM106A"
"7683","CCDC39"
"7684","CCDC30"
"7685","CCDC36"
"7686","CCDC34"
"7687","SARS2"
"7688","NECAP1"
"7689","NECAP2"
"7690","UVRAG"
"7691","COPG1"
"7692","PDZK1"
"7693","GTPBP4"
"7694","GTPBP1"
"7695","GTPBP3"
"7696","GTPBP2"
"7697","GTPBP8"
"7698","TMEM88"
"7699","PLK1"
"7700","PLK3"
"7701","PLK2"
"7702","PLK4"
"7703","POLQ"
"7704","KIAA0391"
"7705","CWC15"
"7706","SMS"
"7707","TXNRD3NB"
"7708","ANKK1"
"7709","PCGF1"
"7710","SMO"
"7711","PCGF3"
"7712","PCGF2"
"7713","CX3CR1"
"7714","PCGF6"
"7715","MAGED1"
"7716","MAGED2"
"7717","ATP8B3"
"7718","ATP8B2"
"7719","ATP8B1"
"7720","ATP8B4"
"7721","STC1"
"7722","STC2"
"7723","NRDC"
"7724","ZBTB33"
"7725","ZBTB34"
"7726","SMC1A"
"7727","SMC1B"
"7728","NDUFV2"
"7729","AGAP11"
"7730","SGTB"
"7731","SGTA"
"7732","TRIM46"
"7733","TRIM44"
"7734","TRIM45"
"7735","TRIM41"
"7736","IVD"
"7737","IVL"
"7738","NEB"
"7739","NES"
"7740","AFMID"
"7741","PFDN1"
"7742","PFDN2"
"7743","PFDN5"
"7744","PFDN4"
"7745","MTHFR"
"7746","DTNB"
"7747","DTNA"
"7748","PDE4DIP"
"7749","LATS2"
"7750","LATS1"
"7751","DDOST"
"7752","LOC401463"
"7753","LOC202181"
"7754","HILS1"
"7755","MCOLN1"
"7756","MCOLN3"
"7757","MCOLN2"
"7758","LOC646214"
"7759","PHYHIPL"
"7760","PPP4R3A"
"7761","PPP4R3B"
"7762","PRSS36"
"7763","TAF1A"
"7764","RPGRIP1"
"7765","MON2"
"7766","TRIOBP"
"7767","TAF1D"
"7768","HMGN5"
"7769","HMGN4"
"7770","HMGN3"
"7771","HMGN2"
"7772","HMGN1"
"7773","MX2"
"7774","MX1"
"7775","CHL1"
"7776","CRIPT"
"7777","EFTUD2"
"7778","CPPED1"
"7779","PTGES"
"7780","FAM89A"
"7781","TMEM8B"
"7782","ERLIN1"
"7783","ERLIN2"
"7784","CRIP1"
"7785","CRIP3"
"7786","CRIP2"
"7787","NUDT16L1"
"7788","PLP1"
"7789","PLP2"
"7790","TPTEP1"
"7791","LOC100270804"
"7792","C10orf10"
"7793","FAM41C"
"7794","HENMT1"
"7795","PGM5P2"
"7796","CPSF7"
"7797","CPSF6"
"7798","CPSF3"
"7799","CPSF2"
"7800","CPSF1"
"7801","MAD1L1"
"7802","APOBR"
"7803","TTLL5"
"7804","TTLL4"
"7805","TTLL7"
"7806","TTLL6"
"7807","TTLL1"
"7808","TTLL3"
"7809","TTLL2"
"7810","TTLL9"
"7811","FAM126A"
"7812","FAM126B"
"7813","HEPACAM2"
"7814","DBF4"
"7815","NOA1"
"7816","CCNE2"
"7817","CCNE1"
"7818","GCC2"
"7819","GCC1"
"7820","TBC1D8B"
"7821","CYTL1"
"7822","C6orf47"
"7823","C16orf71"
"7824","EVI2A"
"7825","FAM192A"
"7826","TRDN"
"7827","ZNF398"
"7828","SHPK"
"7829","FAM229B"
"7830","TTPA"
"7831","KLKB1"
"7832","SRSF6"
"7833","PRAG1"
"7834","ZGRF1"
"7835","MCC"
"7836","MCU"
"7837","NISCH"
"7838","RLN1"
"7839","ZNF354A"
"7840","ZNF354B"
"7841","DNAJB11"
"7842","MDM1"
"7843","MDM2"
"7844","WDR92"
"7845","WDR91"
"7846","SYNGR4"
"7847","RTN4IP1"
"7848","ROMO1"
"7849","CR2"
"7850","ASPSCR1"
"7851","CR1"
"7852","GPD1L"
"7853","ARNTL2"
"7854","RPPH1"
"7855","CD63"
"7856","CD68"
"7857","SHCBP1"
"7858","SRP68"
"7859","GABPA"
"7860","PSCA"
"7861","AOX1"
"7862","TIMM9"
"7863","PAEP"
"7864","NOC4L"
"7865","PKN1"
"7866","PKN3"
"7867","PKN2"
"7868","LPP"
"7869","KCNE3"
"7870","NGDN"
"7871","KCNE4"
"7872","KCNE5"
"7873","HEXA-AS1"
"7874","GDAP1L1"
"7875","RFTN1"
"7876","CSNK1D"
"7877","CSNK1E"
"7878","ISCU"
"7879","EHBP1L1"
"7880","GLIS2"
"7881","GLIS1"
"7882","DCP1B"
"7883","DCP1A"
"7884","ZNF324B"
"7885","G6PD"
"7886","USP16"
"7887","SIGLEC17P"
"7888","SMIM3"
"7889","SMIM7"
"7890","SMIM8"
"7891","SERPINF1"
"7892","VPS26A"
"7893","VPS26B"
"7894","SREBF2"
"7895","SREBF1"
"7896","OXCT1"
"7897","INTS12"
"7898","CIC"
"7899","SRC"
"7900","ZNF320"
"7901","ARL4A"
"7902","MTA1"
"7903","MTA2"
"7904","MTA3"
"7905","CUBN"
"7906","HEPH"
"7907","C2orf49"
"7908","C2orf40"
"7909","C2orf42"
"7910","FLJ12825"
"7911","GPR182"
"7912","SLC28A1"
"7913","MEIS3P1"
"7914","DIMT1"
"7915","PARP16"
"7916","PARP14"
"7917","PARP15"
"7918","PARP10"
"7919","PARP11"
"7920","EVC"
"7921","ZNF451"
"7922","ZNF454"
"7923","BACH2"
"7924","BACH1"
"7925","PAM16"
"7926","WSB1"
"7927","WSB2"
"7928","KCNIP4"
"7929","KCNIP3"
"7930","KCNIP1"
"7931","RPS6KA2"
"7932","RPS6KA3"
"7933","RPS6KA4"
"7934","RPS6KA5"
"7935","RPS6KA6"
"7936","MINPP1"
"7937","METTL2B"
"7938","GANAB"
"7939","TELO2"
"7940","BUD23"
"7941","RGPD3"
"7942","RGPD4"
"7943","METTL23"
"7944","METTL26"
"7945","METTL25"
"7946","MYL6B"
"7947","SPNS1"
"7948","RAB2A"
"7949","RAB2B"
"7950","FRRS1"
"7951","LNPK"
"7952","ETNK2"
"7953","ETNK1"
"7954","HEXDC"
"7955","ERMARD"
"7956","LINC00092"
"7957","CA13"
"7958","RAB20"
"7959","RAB21"
"7960","RAB25"
"7961","GLRA3"
"7962","RAB29"
"7963","DZIP1L"
"7964","PPP2R3C"
"7965","PPP2R3A"
"7966","NQO1"
"7967","SFMBT2"
"7968","LEFTY2"
"7969","LEFTY1"
"7970","ARRDC4"
"7971","ARRDC5"
"7972","ARRDC1"
"7973","ARRDC2"
"7974","ARRDC3"
"7975","FAM120AOS"
"7976","KIAA0930"
"7977","ELK3"
"7978","ELK1"
"7979","ELK4"
"7980","STRADA"
"7981","STRADB"
"7982","SH3BP2"
"7983","CEP97"
"7984","LCN10"
"7985","LCN12"
"7986","TRAF3IP2"
"7987","TNS1"
"7988","TNS4"
"7989","NAXE"
"7990","KLC4"
"7991","SHISA6"
"7992","TMEM217"
"7993","TMEM216"
"7994","TMEM215"
"7995","TMEM214"
"7996","COX10"
"7997","COX11"
"7998","TMEM219"
"7999","TMEM218"
"8000","COX15"
"8001","COX16"
"8002","COX17"
"8003","TPM3"
"8004","FBXW8"
"8005","FBXW9"
"8006","FBXW2"
"8007","FBXW5"
"8008","ETFA"
"8009","TGFBR2"
"8010","TGFBR1"
"8011","SH3RF2"
"8012","SH3RF3"
"8013","SH3RF1"
"8014","LOC100126784"
"8015","TJP2"
"8016","TJP3"
"8017","TJP1"
"8018","RHPN2"
"8019","ASCL2"
"8020","TOR1B"
"8021","CCT6A"
"8022","NAGLU"
"8023","CCT6B"
"8024","CHCHD1"
"8025","CANT1"
"8026","PERP"
"8027","INIP"
"8028","PNKP"
"8029","TDRKH"
"8030","PER3"
"8031","PER2"
"8032","PER1"
"8033","PNKD"
"8034","C21orf33"
"8035","KAT8"
"8036","ZNF516"
"8037","KAT5"
"8038","HNMT"
"8039","PNRC1"
"8040","PNRC2"
"8041","GBA"
"8042","GAPDH"
"8043","TMEM79"
"8044","TMEM71"
"8045","TMEM74"
"8046","PLVAP"
"8047","RPUSD4"
"8048","RPUSD1"
"8049","RPUSD2"
"8050","RPUSD3"
"8051","ZFAT"
"8052","ZNF611"
"8053","ZNF610"
"8054","ZNF613"
"8055","ZNF615"
"8056","ZNF614"
"8057","ZNF616"
"8058","MS4A15"
"8059","GMFG"
"8060","GMFB"
"8061","MGC2889"
"8062","FSCN2"
"8063","G2E3"
"8064","CAMK1D"
"8065","SMCR8"
"8066","HIST4H4"
"8067","LRWD1"
"8068","PLAG1"
"8069","RBFA"
"8070","RDH14"
"8071","NRDE2"
"8072","RDH11"
"8073","RDH13"
"8074","MGARP"
"8075","WDR5B"
"8076","NALCN"
"8077","ZSCAN29"
"8078","ZSCAN25"
"8079","ZSCAN26"
"8080","ZSCAN20"
"8081","ZSCAN21"
"8082","ZSCAN22"
"8083","ZSCAN23"
"8084","TDRD9"
"8085","TDRD3"
"8086","TDRD1"
"8087","TDRD7"
"8088","TDRD6"
"8089","TDRD5"
"8090","WDR55"
"8091","WDR54"
"8092","WDR53"
"8093","MBTPS1"
"8094","EIF4G3"
"8095","EIF4G2"
"8096","EIF4G1"
"8097","WDR59"
"8098","MFSD9"
"8099","CD151"
"8100","HCST"
"8101","FAM200A"
"8102","FAM200B"
"8103","MFSD6"
"8104","TLK2"
"8105","USP53"
"8106","USP51"
"8107","ASCC3"
"8108","ASCC2"
"8109","ASCC1"
"8110","HPGD"
"8111","CACNB3"
"8112","CACNB2"
"8113","CACNB1"
"8114","CACNB4"
"8115","ZNF518B"
"8116","ZNF518A"
"8117","TGFBRAP1"
"8118","PDZRN4"
"8119","ANKZF1"
"8120","B3GALNT2"
"8121","B3GALNT1"
"8122","TACC1"
"8123","JDP2"
"8124","KIF20B"
"8125","KIF20A"
"8126","ZNF556"
"8127","ZNF554"
"8128","ZNF555"
"8129","ZNF552"
"8130","ZNF551"
"8131","ADRM1"
"8132","ZNF558"
"8133","WASHC2A"
"8134","WASHC2C"
"8135","LINC01465"
"8136","PCDH8"
"8137","PCDH9"
"8138","RPL26L1"
"8139","RPL38"
"8140","RPL39"
"8141","RPL36"
"8142","RPL34"
"8143","RPL32"
"8144","RPL30"
"8145","PCDH7"
"8146","ATF5"
"8147","ATF4"
"8148","ATF7"
"8149","ATF6"
"8150","ATF1"
"8151","ATF3"
"8152","ATF2"
"8153","LOC642852"
"8154","BUB1B"
"8155","CTTNBP2"
"8156","KIAA0319"
"8157","SDF4"
"8158","SDF2"
"8159","PTGER4"
"8160","PTGER1"
"8161","PTGER2"
"8162","PTGER3"
"8163","B3GALT6"
"8164","MDFIC"
"8165","STK3"
"8166","STK4"
"8167","SNRNP25"
"8168","SNRNP27"
"8169","NKG7"
"8170","DRP2"
"8171","ANKS3"
"8172","TNFRSF8"
"8173","TNFRSF9"
"8174","TNFRSF4"
"8175","GUCY2D"
"8176","SENP8"
"8177","SENP7"
"8178","SENP5"
"8179","SENP3"
"8180","SENP2"
"8181","SAMM50"
"8182","BICRAL"
"8183","SNPH"
"8184","NOTUM"
"8185","BHLHE40"
"8186","GFPT1"
"8187","GFPT2"
"8188","ECHDC3"
"8189","ECHDC2"
"8190","SLC2A14"
"8191","SLC2A13"
"8192","SLC2A12"
"8193","C21orf62-AS1"
"8194","B4GALNT2"
"8195","BSN"
"8196","LCOR"
"8197","BSG"
"8198","P4HTM"
"8199","GSG2"
"8200","ABCG4"
"8201","PLSCR3"
"8202","OXTR"
"8203","SARS"
"8204","NCKAP1L"
"8205","GEN1"
"8206","EPS8"
"8207","PARM1"
"8208","HERPUD2"
"8209","HERPUD1"
"8210","RRP9"
"8211","LINC00482"
"8212","TRA2A"
"8213","TRA2B"
"8214","BRMS1L"
"8215","SFTPD"
"8216","SLC25A25"
"8217","SLC25A28"
"8218","DNTTIP1"
"8219","DNTTIP2"
"8220","TSC22D1"
"8221","TSC22D3"
"8222","TSC22D2"
"8223","KIAA1161"
"8224","CNFN"
"8225","CD2BP2"
"8226","GRASP"
"8227","KATNA1"
"8228","ADAMTSL4"
"8229","ADAMTSL5"
"8230","KIAA0895L"
"8231","LOC256880"
"8232","EEF1E1"
"8233","CYP1B1"
"8234","NRP2"
"8235","HAS1"
"8236","HAS2"
"8237","HAS3"
"8238","ARSD"
"8239","MORC2-AS1"
"8240","C12orf60"
"8241","KNSTRN"
"8242","C12orf65"
"8243","IRS1"
"8244","IRS2"
"8245","HEXA"
"8246","CA2"
"8247","CEPT1"
"8248","CA6"
"8249","ARSK"
"8250","RGL1"
"8251","RGL3"
"8252","RGL4"
"8253","AMD1"
"8254","MATK"
"8255","PMF1"
"8256","RAPSN"
"8257","ZNF790"
"8258","ZNF791"
"8259","ZNF792"
"8260","ZNF793"
"8261","ZNF799"
"8262","ROBO2"
"8263","PSMD9"
"8264","PPP1R7"
"8265","PPP1R2"
"8266","CYP4F12"
"8267","CYP4F11"
"8268","PPP1R8"
"8269","TRPV4"
"8270","TRPV6"
"8271","TRPV1"
"8272","TRPV2"
"8273","IARS"
"8274","POSTN"
"8275","SAV1"
"8276","FGFR2"
"8277","FGFR3"
"8278","FGFR1"
"8279","CXCL1"
"8280","CXCL3"
"8281","CXCL2"
