"","x"
"8282","CXCL5"
"8283","CXCL6"
"8284","AP2S1"
"8285","DCTD"
"8286","SLCO4C1"
"8287","ALDH16A1"
"8288","NAA16"
"8289","UBE2H"
"8290","UBE2K"
"8291","UBE2M"
"8292","NAA10"
"8293","UBE2A"
"8294","UBE2C"
"8295","UBE2B"
"8296","UBE2F"
"8297","UBE2Z"
"8298","NRROS"
"8299","UBE2S"
"8300","UBE2W"
"8301","PTGFR"
"8302","LIPT2"
"8303","LIPT1"
"8304","HDHD2"
"8305","PDE3A"
"8306","PDE3B"
"8307","LFNG"
"8308","NDUFA6"
"8309","NDUFA7"
"8310","NDUFA4"
"8311","NDUFA5"
"8312","NDUFA2"
"8313","NDUFA3"
"8314","NDUFA1"
"8315","NDUFA8"
"8316","NDUFA9"
"8317","RPLP0P2"
"8318","BIRC7"
"8319","BIRC5"
"8320","BIRC3"
"8321","AIP"
"8322","EIF6"
"8323","ANKRD16"
"8324","ANKRD17"
"8325","ANKRD12"
"8326","ANKRD10"
"8327","MKX"
"8328","NT5C2"
"8329","MEA1"
"8330","MNS1"
"8331","CA5BP1"
"8332","CRIM1"
"8333","KCNK7"
"8334","CRY2"
"8335","HIBADH"
"8336","SUSD4"
"8337","SUSD5"
"8338","SUSD2"
"8339","SUSD3"
"8340","SLC26A10"
"8341","SLC26A11"
"8342","FAM221A"
"8343","FAM221B"
"8344","BRINP3"
"8345","BRINP2"
"8346","BRINP1"
"8347","OTUD6B"
"8348","RABAC1"
"8349","FMN1"
"8350","SPRR1A"
"8351","KIAA0556"
"8352","HAUS8"
"8353","HAUS2"
"8354","HAUS3"
"8355","HAUS1"
"8356","SLC5A12"
"8357","SLC5A10"
"8358","MYD88"
"8359","HIST1H2BD"
"8360","HIST1H2BE"
"8361","HIST1H2BF"
"8362","HIST1H2BG"
"8363","HIST1H2BC"
"8364","HIST1H2BL"
"8365","HIST1H2BN"
"8366","HIST1H2BO"
"8367","HIST1H2BH"
"8368","HIST1H2BJ"
"8369","HIST1H2BK"
"8370","TNFAIP8"
"8371","TNFAIP6"
"8372","TNFAIP1"
"8373","TNFAIP3"
"8374","TNFAIP2"
"8375","RNPC3"
"8376","SDCBP"
"8377","SNX18"
"8378","LMBR1"
"8379","COL26A1"
"8380","R3HCC1"
"8381","ARL17B"
"8382","ARL17A"
"8383","ANKRD34A"
"8384","ANKRD34B"
"8385","NXT2"
"8386","NXT1"
"8387","CSE1L"
"8388","ETFRF1"
"8389","GRIK1-AS1"
"8390","SGF29"
"8391","GNA15"
"8392","SYNDIG1L"
"8393","GFI1"
"8394","UNC45A"
"8395","UNC45B"
"8396","DPM3"
"8397","ESPN"
"8398","ARPIN"
"8399","TYW1"
"8400","ARHGEF11"
"8401","ARHGEF12"
"8402","ARHGEF15"
"8403","ARHGEF17"
"8404","ARHGEF18"
"8405","CECR7"
"8406","SGK1"
"8407","D2HGDH"
"8408","MITD1"
"8409","MGC16275"
"8410","PAIP2B"
"8411","HINFP"
"8412","GPLD1"
"8413","OR2W3"
"8414","SLC39A8"
"8415","SLC39A9"
"8416","SLC39A1"
"8417","SLC39A2"
"8418","SLC39A3"
"8419","SLC39A4"
"8420","SLC39A6"
"8421","TCAF1"
"8422","MTHFD1L"
"8423","MAP4K1"
"8424","RET"
"8425","MAP4K2"
"8426","REN"
"8427","REL"
"8428","MAP4K4"
"8429","MIR155HG"
"8430","SPATA24"
"8431","SCAF8"
"8432","TMEM63A"
"8433","TMEM63C"
"8434","TMEM63B"
"8435","RBM7"
"8436","RBM6"
"8437","RBM5"
"8438","RBM4"
"8439","RBM3"
"8440","CAT"
"8441","ACTBL2"
"8442","CAD"
"8443","COA5"
"8444","COA4"
"8445","COA6"
"8446","COA1"
"8447","COA3"
"8448","SEPSECS"
"8449","CA9"
"8450","CA8"
"8451","ARSA"
"8452","CA3"
"8453","OGT"
"8454","ARSH"
"8455","ARSI"
"8456","ARSJ"
"8457","RBMX"
"8458","FBLN1"
"8459","FBLN7"
"8460","AKIP1"
"8461","FBLN5"
"8462","C2orf74"
"8463","CYLD"
"8464","ZNF833P"
"8465","AKAP8"
"8466","ZNF185"
"8467","ZNF184"
"8468","ZNF181"
"8469","ZNF180"
"8470","ZNF182"
"8471","ZNF189"
"8472","ALYREF"
"8473","HYKK"
"8474","SEMA5A"
"8475","LYNX1"
"8476","MOAP1"
"8477","ZNF239"
"8478","ZNF236"
"8479","ZNF235"
"8480","ZNF234"
"8481","ZNF232"
"8482","ZNF230"
"8483","SUSD6"
"8484","ISPD"
"8485","TRAM1"
"8486","TRAM2"
"8487","KCNRG"
"8488","TGFB1"
"8489","TGFB2"
"8490","TGFB3"
"8491","MTERF3"
"8492","C17orf97"
"8493","MTERF1"
"8494","MTERF4"
"8495","LOH12CR2"
"8496","VAMP1"
"8497","VAMP2"
"8498","VAMP5"
"8499","VAMP4"
"8500","TGFBI"
"8501","VRK1"
"8502","VRK3"
"8503","VRK2"
"8504","NR2C2"
"8505","TNIP1"
"8506","FRA10AC1"
"8507","MAU2"
"8508","FAM184A"
"8509","FAM184B"
"8510","HSPH1"
"8511","SEC1P"
"8512","BASP1"
"8513","PLEKHB1"
"8514","SEC13"
"8515","GIMAP8"
"8516","GIMAP4"
"8517","GIMAP5"
"8518","GIMAP7"
"8519","GIMAP1"
"8520","JMJD7-PLA2G4B"
"8521","CEP19"
"8522","MYOM3"
"8523","MYOM2"
"8524","MYOM1"
"8525","FBXO2"
"8526","FBXO3"
"8527","FBXO4"
"8528","FBXO5"
"8529","FBXO7"
"8530","FBXO8"
"8531","MTERF2"
"8532","FBXO22-AS1"
"8533","TAL1"
"8534","MYEF2"
"8535","TAL2"
"8536","RITA1"
"8537","CCDC85C"
"8538","CCDC85B"
"8539","CCDC85A"
"8540","SNTB2"
"8541","SNTB1"
"8542","KIAA0408"
"8543","DZANK1"
"8544","CORO1B"
"8545","CORO1A"
"8546","MID2"
"8547","WASF1"
"8548","WASF2"
"8549","WASF3"
"8550","YWHAZ"
"8551","MIDN"
"8552","C7orf43"
"8553","HECTD2"
"8554","HECTD3"
"8555","HECTD4"
"8556","LZTFL1"
"8557","ADAD2"
"8558","C7orf49"
"8559","FLII"
"8560","RALGAPA1"
"8561","FLI1"
"8562","GPR20"
"8563","GPR26"
"8564","GPR27"
"8565","KCNMB3"
"8566","KCNMB2"
"8567","PNCK"
"8568","KCNMB4"
"8569","YWHAG"
"8570","ZNF449"
"8571","SPECC1L"
"8572","NPRL2"
"8573","PLXNB2"
"8574","PLXNB3"
"8575","PLXNB1"
"8576","UQCRHL"
"8577","SIRT3"
"8578","SIRT2"
"8579","SIRT7"
"8580","SIRT6"
"8581","SIRT5"
"8582","SIRT4"
"8583","FSD1"
"8584","KDM6A"
"8585","KDM6B"
"8586","CHST11"
"8587","VAMP3"
"8588","PRTG"
"8589","PAPPA2"
"8590","RNF157"
"8591","MESTIT1"
"8592","ARHGAP11A"
"8593","ARHGAP11B"
"8594","PSENEN"
"8595","NAGS"
"8596","NAGA"
"8597","NAGK"
"8598","CARTPT"
"8599","LRFN1"
"8600","THBS4"
"8601","PGAP1"
"8602","PGAP3"
"8603","PGAP2"
"8604","WLS"
"8605","MFAP5"
"8606","MFAP4"
"8607","MFAP3"
"8608","RTL8A"
"8609","OFD1"
"8610","HBS1L"
"8611","GYPC"
"8612","SNAP25"
"8613","LITAF"
"8614","SNAP29"
"8615","C11orf49"
"8616","TOX2"
"8617","C11orf45"
"8618","TNFSF13"
"8619","TNFSF12"
"8620","TNFSF10"
"8621","DIRAS1"
"8622","DIRAS3"
"8623","TNFSF18"
"8624","SFXN4"
"8625","SFXN2"
"8626","SFXN3"
"8627","CCT8"
"8628","CCT2"
"8629","CCT3"
"8630","CCT7"
"8631","CCT4"
"8632","CCT5"
"8633","MSX2P1"
"8634","SWI5"
"8635","RPL23AP82"
"8636","CROT"
"8637","ASPG"
"8638","ASPA"
"8639","LOC100130331"
"8640","ASPM"
"8641","ASPN"
"8642","ASPH"
"8643","FAM86B2"
"8644","FAM86B1"
"8645","UBE2V2"
"8646","CMBL"
"8647","ZNF880"
"8648","C1GALT1C1"
"8649","SSTR2"
"8650","LDLRAP1"
"8651","CTNNB1"
"8652","WNK2"
"8653","WNK1"
"8654","ATN1"
"8655","TNIP2"
"8656","TOB2"
"8657","NR2C1"
"8658","SULF2"
"8659","MAN1B1"
"8660","LBP"
"8661","LBR"
"8662","LBH"
"8663","IMP4"
"8664","PLD5"
"8665","RFLNA"
"8666","ACIN1"
"8667","ATP1B3"
"8668","TFB1M"
"8669","AASDH"
"8670","TSEN15"
"8671","PLD3"
"8672","SNX3"
"8673","SNX2"
"8674","SNX1"
"8675","SNX7"
"8676","SNX6"
"8677","SNX5"
"8678","SNX4"
"8679","KHSRP"
"8680","TIMELESS"
"8681","PHKG2"
"8682","PHKG1"
"8683","ORAI2"
"8684","ORAI3"
"8685","DLAT"
"8686","C12orf29"
"8687","FABP7"
"8688","FABP4"
"8689","FABP5"
"8690","PGAM2"
"8691","GABRA3"
"8692","GABRA2"
"8693","P2RY6"
"8694","GRIA2"
"8695","P2RY4"
"8696","ZNF75A"
"8697","GRIA1"
"8698","DOCK6"
"8699","DOCK4"
"8700","EP300"
"8701","NEU4"
"8702","NEU3"
"8703","OPRL1"
"8704","MED10"
"8705","MED12"
"8706","MED13"
"8707","MED14"
"8708","MED15"
"8709","MED16"
"8710","MED17"
"8711","MED18"
"8712","MED19"
"8713","EEF1B2"
"8714","LOC283922"
"8715","KCNT1"
"8716","TLX1"
"8717","ADH1B"
"8718","ADH1A"
"8719","KIAA1257"
"8720","MLEC"
"8721","SLC30A9"
"8722","SLC30A5"
"8723","SLC30A4"
"8724","SLC30A7"
"8725","SLC30A1"
"8726","SLC30A2"
"8727","EML2"
"8728","EML3"
"8729","EML1"
"8730","EML6"
"8731","EML4"
"8732","KAAG1"
"8733","RSPO3"
"8734","CNN1"
"8735","CNN2"
"8736","CHAC2"
"8737","CHAC1"
"8738","FCMR"
"8739","EIF5B"
"8740","EIF5A"
"8741","CCSER1"
"8742","STK35"
"8743","TUBB8"
"8744","TUBB6"
"8745","TUBB3"
"8746","TUBB1"
"8747","C19orf71"
"8748","C19orf70"
"8749","C19orf73"
"8750","APTX"
"8751","SH3BGRL3"
"8752","SH3BGRL2"
"8753","COPRS"
"8754","ODF3B"
"8755","OLFM2"
"8756","OLFM1"
"8757","RAF1"
"8758","DRAM1"
"8759","DRAM2"
"8760","RPL13A"
"8761","BCL7C"
"8762","BCL7B"
"8763","BCL7A"
"8764","EFNA5"
"8765","EFNA4"
"8766","EFNA3"
"8767","EFNA1"
"8768","UCN2"
"8769","C1orf186"
"8770","APEX1"
"8771","APEX2"
"8772","SPOCD1"
"8773","KMT2C"
"8774","ESRRG"
"8775","ESRRA"
"8776","KMT2E"
"8777","CLEC11A"
"8778","ZNF750"
"8779","CRYM-AS1"
"8780","ZNF718"
"8781","ZNF710"
"8782","ZNF711"
"8783","NFAM1"
"8784","PCDHB17P"
"8785","ASB13"
"8786","LRPPRC"
"8787","ASB16"
"8788","TROVE2"
"8789","DOK3"
"8790","XCL2"
"8791","XCL1"
"8792","NNT"
"8793","RPP30"
"8794","CT62"
"8795","FDPS"
"8796","BATF"
"8797","CCDC144CP"
"8798","HEXIM1"
"8799","DENND5B"
"8800","CRLS1"
"8801","GCSH"
"8802","RAB3A"
"8803","LRG1"
"8804","PML"
"8805","MRM2"
"8806","MRM3"
"8807","MRM1"
"8808","MT1DP"
"8809","STAU2"
"8810","HP1BP3"
"8811","CHGB"
"8812","MSN"
"8813","FOPNL"
"8814","LOC100268168"
"8815","AQR"
"8816","MPPE1"
"8817","ACTL6A"
"8818","COL8A2"
"8819","COL8A1"
"8820","HNRNPA1L2"
"8821","SIGLEC8"
"8822","DNM1L"
"8823","SIGLEC7"
"8824","FOLR1"
"8825","NCBP1"
"8826","NCBP2"
"8827","PGM2L1"
"8828","PROCA1"
"8829","CNTROB"
"8830","DBR1"
"8831","LOC100130872"
"8832","DRAP1"
"8833","MEI1"
"8834","CBLC"
"8835","CBLB"
"8836","ZNF45"
"8837","ZNF44"
"8838","ZNF41"
"8839","TYW1B"
"8840","ZNF48"
"8841","PNISR"
"8842","CYP2U1"
"8843","LILRB5"
"8844","LILRB4"
"8845","LILRB3"
"8846","LILRB2"
"8847","TAS2R14"
"8848","KSR1"
"8849","KSR2"
"8850","PYM1"
"8851","PPTC7"
"8852","LIN37"
"8853","FKTN"
"8854","DNALI1"
"8855","AP3D1"
"8856","KREMEN1"
"8857","SULT1A1"
"8858","SULT1A2"
"8859","CHTF18"
"8860","NOL4"
"8861","NOL7"
"8862","NOL6"
"8863","NOL3"
"8864","OLIG1"
"8865","CDC45"
"8866","CDC40"
"8867","CDC42"
"8868","ATP6V0A4"
"8869","DPYS"
"8870","YLPM1"
"8871","GFAP"
"8872","SEM1"
"8873","TCL1B"
"8874","BRK1"
"8875","PRX"
"8876","TYRP1"
"8877","HSD3B7"
"8878","ADAM32"
"8879","CD300A"
"8880","RCCD1"
"8881","ACOXL"
"8882","LBHD1"
"8883","PLCH2"
"8884","PLCH1"
"8885","ITGBL1"
"8886","NUDT8"
"8887","DLD"
"8888","NUDT1"
"8889","NUDT3"
"8890","NUDT4"
"8891","NUDT5"
"8892","NUDT6"
"8893","COL16A1"
"8894","LARS"
"8895","MEF2B"
"8896","MEF2A"
"8897","MEF2D"
"8898","LCORL"
"8899","EPHX1"
"8900","EPHX2"
"8901","EPHX3"
"8902","EPHX4"
"8903","RPLP2"
"8904","RPLP1"
"8905","RPLP0"
"8906","CSMD2"
"8907","CSMD3"
"8908","CSMD1"
"8909","CFAP20"
"8910","TRIL"
"8911","TRIO"
"8912","RABL2A"
"8913","RABL2B"
"8914","SHTN1"
"8915","TCP1"
"8916","KTN1"
"8917","IQSEC1"
"8918","FAM90A1"
"8919","NINJ1"
"8920","SLC16A9"
"8921","SLC16A8"
"8922","SLC16A3"
"8923","SLC16A2"
"8924","SLC16A4"
"8925","SLC16A7"
"8926","SLC16A6"
"8927","ARHGAP31"
"8928","ARHGAP35"
"8929","ARHGAP36"
"8930","SMIM10L2A"
"8931","SMIM10L2B"
"8932","CFAP206"
"8933","LYVE1"
"8934","EMC8"
"8935","HECTD1"
"8936","CACNA1H"
"8937","TTK"
"8938","CACNA1A"
"8939","CACNA1B"
"8940","CACNA1C"
"8941","CACNA1D"
"8942","CACNA1E"
"8943","CACNA1F"
"8944","TAOK1"
"8945","MYPN"
"8946","TAOK3"
"8947","TTN"
"8948","BMP8A"
"8949","BMP8B"
"8950","HOTAIR"
"8951","TTL"
"8952","BGLAP"
"8953","SLC15A2"
"8954","SLC15A3"
"8955","SLC15A1"
"8956","SLC15A4"
"8957","PQBP1"
"8958","HIF1A"
"8959","ABCF3"
"8960","ABCF2"
"8961","PJA1"
"8962","PJA2"
"8963","PRKAB2"
"8964","PRKAB1"
"8965","SIKE1"
"8966","PAX5"
"8967","PAX7"
"8968","PAX6"
"8969","PAX1"
"8970","PAX3"
"8971","PAX2"
"8972","PAX9"
"8973","PAX8"
"8974","DDR2"
"8975","LRCH4"
"8976","LRCH1"
"8977","LRCH2"
"8978","LRCH3"
"8979","C15orf39"
"8980","PDE7A"
"8981","DSG2"
"8982","DSG3"
"8983","ZNF107"
"8984","ZNF106"
"8985","ZNF100"
"8986","SH3BP5L"
"8987","DET1"
"8988","PIR"
"8989","NRBF2"
"8990","KCNJ3"
"8991","KCNJ2"
"8992","KCNJ1"
"8993","TRAFD1"
"8994","KCNJ6"
"8995","KCNJ5"
"8996","KCNJ8"
"8997","LRRC37B"
"8998","CMYA5"
"8999","PEX19"
"9000","NIP7"
"9001","PEX10"
"9002","PEX13"
"9003","PEX14"
"9004","PEX16"
"9005","GIT2"
"9006","RFXANK"
"9007","FAM71D"
"9008","OGG1"
"9009","GHRL"
"9010","LOC730668"
"9011","CALN1"
"9012","TBRG1"
"9013","TBRG4"
"9014","PLEKHJ1"
"9015","SNORA7B"
"9016","CRMP1"
"9017","RNF43"
"9018","RNF41"
"9019","RNF40"
"9020","DCUN1D2"
"9021","DCUN1D3"
"9022","DCUN1D4"
"9023","DCUN1D5"
"9024","DEPTOR"
"9025","MTTP"
"9026","AIFM2"
"9027","AIFM3"
"9028","IL17RE"
"9029","AIFM1"
"9030","IL17RC"
"9031","IL17RB"
"9032","IL17RA"
"9033","FFAR2"
"9034","FFAR3"
"9035","MUC5B"
"9036","SCAPER"
"9037","TEK"
"9038","AVEN"
"9039","TEC"
"9040","TEF"
"9041","REPS2"
"9042","NECTIN2"
"9043","NECTIN3"
"9044","NECTIN1"
"9045","FFAR4"
"9046","NECTIN4"
"9047","TES"
"9048","MSS51"
"9049","RAP2B"
"9050","RAP2A"
"9051","CORT"
"9052","DAPP1"
"9053","CTGF"
"9054","OVOL2"
"9055","OVOL1"
"9056","M1AP"
"9057","HADHB"
"9058","HADHA"
"9059","RPS19BP1"
"9060","NPRL3"
"9061","ZNF91"
"9062","AMH"
"9063","ALS2"
"9064","LRRC56"
"9065","LRRC57"
"9066","LRRC58"
"9067","AP1M2"
"9068","AP1M1"
"9069","CCDC146"
"9070","CCDC142"
"9071","CCDC148"
"9072","FAM3B"
"9073","OSBPL8"
"9074","OSBPL2"
"9075","OSBPL6"
"9076","OSBPL7"
"9077","OSBPL5"
"9078","TUBB4B"
"9079","GAS8-AS1"
"9080","GPR137C"
"9081","GPR137B"
"9082","DCDC1"
"9083","DCDC2"
"9084","MINOS1"
"9085","CCBE1"
"9086","SS18"
"9087","LMO1"
"9088","LMO2"
"9089","LMO3"
"9090","LMO4"
"9091","LMO7"
"9092","SHC4"
"9093","ERBB3"
"9094","AFAP1"
"9095","LARS2"
"9096","GJB1"
"9097","GJB3"
"9098","GJB2"
"9099","GJB5"
"9100","GJB4"
"9101","GJB6"
"9102","PSMC1"
"9103","PSMC3"
"9104","PSMC4"
"9105","PSMC5"
"9106","PSMC6"
"9107","BAIAP2L2"
"9108","IFT172"
"9109","FN3KRP"
"9110","MARCH5"
"9111","MARCH4"
"9112","MARCH7"
"9113","MARCH6"
"9114","MARCH1"
"9115","MARCH3"
"9116","FOXI1"
"9117","TMEM177"
"9118","FOXI2"
"9119","MARCH9"
"9120","CLSTN2"
"9121","CLSTN3"
"9122","CDKN2B"
"9123","CDKN2C"
"9124","CDKN2D"
"9125","EDEM3"
"9126","EDEM1"
"9127","SAP30L"
"9128","CCL2"
"9129","CCL3"
"9130","CCL7"
"9131","CCL5"
"9132","CCL8"
"9133","HCCS"
"9134","UBP1"
"9135","PERM1"
"9136","RTL9"
"9137","C8orf59"
"9138","DLX4"
"9139","ZNF808"
"9140","ZNF805"
"9141","ZNF800"
"9142","QRFPR"
"9143","PHB2"
"9144","ACCS"
"9145","CD320"
"9146","C16orf45"
"9147","PRR15"
"9148","INTU"
"9149","COL9A1"
"9150","AGTPBP1"
"9151","GPIHBP1"
"9152","SPIDR"
"9153","LUC7L3"
"9154","LUC7L2"
"9155","FAM131A"
"9156","FAM131B"
"9157","FAM131C"
"9158","NME5"
"9159","NME6"
"9160","NME7"
"9161","NME1"
"9162","NME2"
"9163","NME3"
"9164","NME8"
"9165","NME9"
"9166","FREM2"
"9167","PID1"
"9168","ZNF37A"
"9169","GSKIP"
"9170","TIAM1"
"9171","GFOD2"
"9172","GFOD1"
"9173","TINCR"
"9174","KATNAL1"
"9175","KATNAL2"
"9176","ATG10"
"9177","ATG13"
"9178","ATG14"
"9179","VSTM2L"
"9180","VSTM2A"
"9181","C1orf43"
"9182","PTAFR"
"9183","FRMD5"
"9184","FRMD6"
"9185","LOC148709"
"9186","PKNOX1"
"9187","LINC00115"
"9188","THRAP3"
"9189","GLCE"
"9190","GSTM4"
"9191","COLGALT2"
"9192","COLGALT1"
"9193","KRCC1"
"9194","RCHY1"
"9195","DIO3"
"9196","CPT1A"
"9197","CPT1C"
"9198","CPT1B"
"9199","TPST2"
"9200","TPST1"
"9201","MCM7"
"9202","MCM6"
"9203","MCM5"
"9204","MCM4"
"9205","DUSP19"
"9206","MCM2"
"9207","DUSP15"
"9208","DUSP14"
"9209","DUSP16"
"9210","DUSP11"
"9211","DUSP10"
"9212","DUSP12"
"9213","SQSTM1"
"9214","EPC2"
"9215","TSR2"
"9216","PKMYT1"
"9217","MBIP"
"9218","LOC153684"
"9219","ANKHD1-EIF4EBP3"
"9220","ZADH2"
"9221","CCDC65"
"9222","CCDC66"
"9223","CCDC61"
"9224","CCDC62"
"9225","CCDC69"
"9226","EP400"
"9227","SH2D5"
"9228","TAF12"
"9229","APLN"
"9230","OSR2"
"9231","SART1"
"9232","APLF"
"9233","SLC25A41"
"9234","SLC25A42"
"9235","SLC25A43"
"9236","SLC25A46"
"9237","PDZD7"
"9238","PDZD4"
"9239","FAM105A"
"9240","ANKEF1"
"9241","PDZD8"
"9242","SGPP2"
"9243","ATP8A2"
"9244","ATP8A1"
"9245","LRRC14B"
"9246","C1orf109"
"9247","UST"
"9248","NRAS"
"9249","PDZD11"
"9250","CABLES1"
"9251","CABLES2"
"9252","LIX1L"
"9253","PACS1"
"9254","PACS2"
"9255","SBNO2"
"9256","SBNO1"
"9257","RNF167"
"9258","RNF165"
"9259","ZBTB40"
"9260","ZBTB41"
"9261","ZBTB42"
"9262","ZBTB43"
"9263","ZBTB44"
"9264","ZBTB45"
"9265","ZBTB47"
"9266","ZBTB48"
"9267","ZBTB49"
"9268","TREX1"
"9269","DRICH1"
"9270","P4HA2"
"9271","P4HA3"
"9272","MRPL54"
"9273","MRPL55"
"9274","MRPL57"
"9275","MRPL50"
"9276","MRPL51"
"9277","MRPL52"
"9278","MRPL53"
"9279","MRPL58"
"9280","TRIQK"
"9281","IQCC"
"9282","IQCG"
"9283","IQCD"
"9284","IQCK"
"9285","IQCH"
"9286","WDTC1"
"9287","RTL8C"
"9288","FDX1"
"9289","RTL8B"
"9290","MFAP1"
"9291","TCF4"
"9292","DSTYK"
"9293","PPP1R1A"
"9294","PPP1R1B"
"9295","NF2"
"9296","NF1"
"9297","IL5RA"
"9298","PPP1R10"
"9299","SIRPB2"
"9300","ATXN7"
"9301","ATXN2"
"9302","ATXN3"
"9303","ATXN1"
"9304","STRIP1"
"9305","STRIP2"
"9306","IFI44L"
"9307","AREL1"
"9308","LEPR"
"9309","LASP1"
"9310","MICALL2"
"9311","INSR"
"9312","SNORD116-20"
"9313","CNOT1"
"9314","PEAR1"
"9315","ZNF814"
"9316","VEPH1"
"9317","MREG"
"9318","EBAG9"
"9319","SYNJ2BP"
"9320","EEFSEC"
"9321","NHEJ1"
"9322","KPTN"
"9323","SCARB2"
"9324","SCARB1"
"9325","RRAD"
"9326","RRAS"
"9327","FAM129A"
"9328","FAM129C"
"9329","RNPS1"
"9330","NCF1B"
"9331","PWARSN"
"9332","MYBPC2"
"9333","MYBPC1"
"9334","SH3D21"
"9335","SPRY2"
"9336","SPRY1"
"9337","TRPC1"
"9338","TRPC6"
"9339","TRPC4"
"9340","SPRY4"
"9341","RASSF10"
"9342","TNFSF14"
"9343","USF3"
"9344","USF1"
"9345","TBX15"
"9346","TBX18"
"9347","TBX19"
"9348","UTP15"
"9349","SLIRP"
"9350","CXorf40A"
"9351","CXorf40B"
"9352","NOD1"
"9353","DYNC1H1"
"9354","CCNB3"
"9355","CCNB2"
"9356","CCNB1"
"9357","VPS18"
"9358","VPS16"
"9359","VPS11"
"9360","PZP"
"9361","PCDHGB3"
"9362","LIMA1"
"9363","TCF7L1"
"9364","TCF7L2"
"9365","SPESP1"
"9366","GBF1"
"9367","ATP9B"
"9368","EHBP1"
"9369","DDO"
"9370","DDN"
"9371","LAMC2"
"9372","LAMC1"
"9373","RWDD4"
"9374","RWDD3"
"9375","RWDD1"
"9376","TCHP"
"9377","UBALD2"
"9378","PRDX4"
"9379","RIMBP2"
"9380","RIMBP3"
"9381","MTSS1L"
"9382","MDH2"
"9383","MDH1"
"9384","PDRG1"
"9385","ECEL1"
"9386","SYNPO2L"
"9387","EMC10"
"9388","CASP6"
"9389","CASP7"
"9390","CASP5"
"9391","CASP2"
"9392","CASP3"
"9393","CASP1"
"9394","CASP8"
"9395","DOLPP1"
"9396","AKT1"
"9397","AKT2"
"9398","AKT3"
"9399","UPB1"
"9400","PKD1L1"
"9401","PKD1L2"
"9402","TOMM20L"
"9403","HYAL3"
"9404","HYAL2"
"9405","HYAL1"
"9406","DCTN6"
"9407","SRP14"
"9408","SRP19"
"9409","CIITA"
"9410","NCF4"
"9411","ABHD16B"
"9412","UNC13D"
"9413","UNC13C"
"9414","UNC13A"
"9415","KCNB2"
"9416","KCNB1"
"9417","DEGS1"
"9418","DEGS2"
"9419","RUNDC3B"
"9420","PCOLCE2"
"9421","CNTNAP1"
"9422","CNTNAP2"
"9423","BLZF1"
"9424","BHLHE22"
"9425","USP27X"
"9426","MAP7D3"
"9427","MAP7D2"
"9428","MAP7D1"
"9429","KIAA1211L"
"9430","G3BP1"
"9431","G3BP2"
"9432","TSSK1B"
"9433","IFNAR2"
"9434","IFNAR1"
"9435","OSTCP1"
"9436","IRAK2"
"9437","IRAK3"
"9438","IRAK1"
"9439","IRAK4"
"9440","SMARCD3"
"9441","SMARCD2"
"9442","SMARCD1"
"9443","CEP295"
"9444","CEP290"
"9445","IPCEF1"
"9446","TNKS"
"9447","ACVR1C"
"9448","ACVR1B"
"9449","SEPT7P2"
"9450","GABBR2"
"9451","SERPINE1"
"9452","SERPINE2"
"9453","TNNT1"
"9454","TNNT3"
"9455","TNNT2"
"9456","SOX10"
"9457","SOX11"
"9458","SOX12"
"9459","SOX13"
"9460","SOX17"
"9461","PDLIM5"
"9462","PDLIM7"
"9463","PDLIM2"
"9464","PDLIM3"
"9465","MCCC2"
"9466","FTO"
"9467","ZDHHC1"
"9468","ZDHHC3"
"9469","ZDHHC2"
"9470","ZDHHC5"
"9471","ZDHHC4"
"9472","ZDHHC7"
"9473","ZDHHC6"
"9474","ZDHHC9"
"9475","ZDHHC8"
"9476","HES1"
"9477","HES2"
"9478","HES4"
"9479","HES5"
"9480","HES6"
"9481","CAPNS1"
"9482","CDC123"
"9483","IGSF9"
"9484","GNAS-AS1"
"9485","CROCCP3"
"9486","CROCCP2"
"9487","C2orf16"
"9488","C2orf15"
"9489","WDR62"
"9490","WDR60"
"9491","GPR153"
"9492","GPR156"
"9493","GPR155"
"9494","GPR158"
"9495","TG"
"9496","TMEM151B"
"9497","TMEM151A"
"9498","KTN1-AS1"
"9499","TEPSIN"
"9500","MITF"
"9501","RPTOR"
"9502","QKI"
"9503","PPFIA3"
"9504","PPFIA1"
"9505","TM4SF1"
"9506","TM4SF4"
"9507","RYBP"
"9508","RTN4"
"9509","KPNB1"
"9510","RTN1"
"9511","HGF"
"9512","LOC220729"
"9513","BACE1"
"9514","BACE2"
"9515","C7orf61"
"9516","CILP"
"9517","ZNF468"
"9518","ZNF469"
"9519","ZNF462"
"9520","CYB561D2"
"9521","ZNF461"
"9522","ZNF467"
"9523","HUWE1"
"9524","PKP4"
"9525","LINC01550"
"9526","PKP1"
"9527","LINC01558"
"9528","FAM173B"
"9529","CCDC134"
"9530","FAM173A"
"9531","METTL7A"
"9532","METTL7B"
"9533","WFS1"
"9534","ELMO1"
"9535","ELMO2"
"9536","ELMO3"
"9537","MBLAC2"
"9538","TIRAP"
"9539","PLXDC2"
"9540","PLXDC1"
"9541","RPL23P8"
"9542","PAAF1"
"9543","FAM103A1"
"9544","WNT3A"
"9545","NOXO1"
"9546","ATXN7L3"
"9547","ATXN7L2"
"9548","ATXN7L1"
"9549","BTLA"
"9550","RAB19"
"9551","RAB18"
"9552","CCPG1"
"9553","LRAT"
"9554","RAB13"
"9555","FZD2"
"9556","RAB14"
"9557","RAB17"
